P,V,A
620.21,-9.91,-11.34
620.10,-10.05,-11.31
619.98,-10.19,-11.30
619.84,-10.34,-11.28
619.75,-10.46,-11.25
619.66,-10.57,-11.21
619.47,-10.76,-11.22
619.37,-10.87,-11.18
619.23,-11.02,-11.16
619.02,-11.23,-11.19
618.82,-11.42,-11.20
618.68,-11.56,-11.18
618.51,-11.73,-11.18
618.27,-11.95,-11.20
618.11,-12.10,-11.20
617.96,-12.24,-11.18
617.73,-12.44,-11.19
617.54,-12.62,-11.20
617.34,-12.79,-11.19
617.12,-12.98,-11.21
616.88,-13.19,-11.23
616.62,-13.41,-11.26
616.41,-13.59,-11.26
616.16,-13.80,-11.29
615.91,-14.01,-11.31
615.68,-14.19,-11.32
615.39,-14.43,-11.36
615.12,-14.64,-11.39
614.87,-14.84,-11.40
614.55,-15.09,-11.44
614.32,-15.27,-11.45
614.02,-15.50,-11.47
613.73,-15.72,-11.51
613.47,-15.92,-11.52
613.18,-16.13,-11.54
612.90,-16.33,-11.56
612.67,-16.49,-11.54
612.39,-16.70,-11.56
612.09,-16.91,-11.58
611.82,-17.10,-11.59
611.49,-17.33,-11.62
611.19,-17.54,-11.64
610.89,-17.74,-11.66
610.62,-17.92,-11.66
610.26,-18.17,-11.70
609.99,-18.34,-11.69
609.74,-18.50,-11.68
609.40,-18.72,-11.70
609.11,-18.91,-11.71
608.79,-19.11,-11.72
608.48,-19.30,-11.73
608.25,-19.42,-11.69
607.90,-19.64,-11.72
607.61,-19.81,-11.71
607.33,-19.97,-11.69
607.05,-20.12,-11.68
606.73,-20.31,-11.69
606.40,-20.50,-11.69
606.15,-20.62,-11.66
605.85,-20.78,-11.64
605.59,-20.91,-11.61
605.32,-21.04,-11.59
605.04,-21.18,-11.55
604.81,-21.27,-11.50
604.59,-21.35,-11.44
604.42,-21.38,-11.35
604.20,-21.46,-11.30
603.98,-21.53,-11.23
603.82,-21.56,-11.14
603.68,-21.55,-11.04
603.51,-21.57,-10.94
603.35,-21.59,-10.85
603.16,-21.62,-10.76
603.05,-21.59,-10.64
602.92,-21.58,-10.54
602.84,-21.51,-10.39
602.76,-21.45,-10.26
602.66,-21.39,-10.12
602.53,-21.37,-10.01
602.43,-21.32,-9.89
602.28,-21.31,-9.79
602.15,-21.29,-9.68
602.03,-21.24,-9.55
601.92,-21.20,-9.44
601.75,-21.20,-9.35
601.56,-21.21,-9.26
601.42,-21.19,-9.16
601.27,-21.18,-9.07
601.20,-21.09,-8.94
601.05,-21.07,-8.84
600.83,-21.11,-8.78
600.72,-21.06,-8.66
600.52,-21.09,-8.60
600.30,-21.11,-8.53
600.10,-21.14,-8.47
599.89,-21.15,-8.39
599.71,-21.16,-8.32
599.51,-21.18,-8.25
599.25,-21.24,-8.21
599.06,-21.24,-8.14
598.85,-21.26,-8.07
598.62,-21.30,-8.02
598.38,-21.35,-7.97
598.13,-21.40,-7.92
597.88,-21.45,-7.88
597.65,-21.48,-7.82
597.42,-21.51,-7.77
597.20,-21.53,-7.71
596.92,-21.60,-7.68
596.66,-21.65,-7.64
596.43,-21.68,-7.59
596.16,-21.73,-7.54
595.92,-21.77,-7.49
595.65,-21.81,-7.45
595.38,-21.88,-7.42
595.13,-21.92,-7.38
594.87,-21.95,-7.32
594.63,-21.98,-7.28
594.29,-22.09,-7.27
593.99,-22.17,-7.25
593.69,-22.25,-7.23
593.39,-22.32,-7.20
593.12,-22.36,-7.16
592.85,-22.39,-7.11
592.62,-22.41,-7.06
592.30,-22.50,-7.05
592.02,-22.54,-7.00
591.71,-22.62,-6.98
591.45,-22.64,-6.93
591.13,-22.73,-6.92
590.86,-22.77,-6.88
590.58,-22.80,-6.83
590.34,-22.81,-6.78
590.07,-22.84,-6.73
589.82,-22.85,-6.67
589.53,-22.90,-6.64
589.25,-22.93,-6.59
589.01,-22.94,-6.54
588.74,-22.97,-6.50
588.48,-22.97,-6.43
588.19,-23.02,-6.40
587.88,-23.07,-6.37
587.61,-23.10,-6.33
587.33,-23.13,-6.29
587.06,-23.15,-6.24
586.77,-23.19,-6.21
586.49,-23.20,-6.15
586.27,-23.17,-6.08
586.07,-23.14,-6.00
585.80,-23.14,-5.94
585.54,-23.16,-5.90
585.27,-23.17,-5.85
585.03,-23.17,-5.80
584.82,-23.13,-5.72
584.53,-23.14,-5.67
584.29,-23.14,-5.62
584.07,-23.10,-5.54
583.77,-23.13,-5.50
583.55,-23.10,-5.43
583.27,-23.10,-5.38
583.06,-23.07,-5.31
582.82,-23.05,-5.25
582.51,-23.08,-5.22
582.24,-23.09,-5.18
581.96,-23.09,-5.12
581.65,-23.13,-5.10
581.32,-23.19,-5.09
581.07,-23.16,-5.02
580.85,-23.13,-4.96
580.59,-23.11,-4.90
580.30,-23.13,-4.86
580.03,-23.13,-4.82
579.69,-23.19,-4.81
579.42,-23.19,-4.76
579.20,-23.15,-4.69
578.91,-23.15,-4.65
578.65,-23.14,-4.60
578.38,-23.12,-4.54
578.07,-23.15,-4.52
577.84,-23.12,-4.46
577.56,-23.11,-4.40
577.25,-23.14,-4.38
576.99,-23.11,-4.32
576.72,-23.11,-4.28
576.42,-23.13,-4.25
576.13,-23.13,-4.21
575.85,-23.13,-4.17
575.54,-23.14,-4.14
575.26,-23.15,-4.10
574.98,-23.14,-4.06
574.67,-23.16,-4.03
574.39,-23.16,-4.00
574.13,-23.12,-3.93
573.89,-23.08,-3.87
573.62,-23.07,-3.83
573.31,-23.08,-3.80
573.04,-23.07,-3.76
572.80,-23.03,-3.70
572.54,-22.99,-3.64
572.30,-22.95,-3.58
571.94,-23.00,-3.58
571.68,-22.98,-3.53
571.43,-22.95,-3.48
571.13,-22.94,-3.44
570.88,-22.91,-3.39
570.54,-22.94,-3.37
570.29,-22.91,-3.32
570.00,-22.91,-3.29
569.72,-22.89,-3.24
569.44,-22.88,-3.21
569.12,-22.89,-3.18
568.84,-22.88,-3.15
568.63,-22.81,-3.07
568.37,-22.76,-3.01
568.17,-22.68,-2.94
567.94,-22.62,-2.88
567.68,-22.59,-2.83
567.46,-22.53,-2.77
567.18,-22.50,-2.72
566.97,-22.43,-2.65
566.75,-22.36,-2.58
566.49,-22.31,-2.53
566.28,-22.24,-2.46
566.06,-22.16,-2.39
565.85,-22.09,-2.32
565.64,-22.01,-2.25
565.43,-21.93,-2.18
565.25,-21.82,-2.09
565.00,-21.76,-2.03
564.78,-21.70,-1.98
564.56,-21.64,-1.92
564.38,-21.52,-1.83
564.17,-21.44,-1.76
563.99,-21.33,-1.68
563.74,-21.29,-1.64
563.53,-21.22,-1.58
563.32,-21.12,-1.50
563.14,-21.03,-1.43
562.94,-20.94,-1.36
562.74,-20.84,-1.29
562.56,-20.75,-1.22
562.30,-20.70,-1.18
562.15,-20.58,-1.09
561.95,-20.49,-1.03
561.71,-20.43,-0.98
561.51,-20.35,-0.92
561.31,-20.25,-0.85
561.14,-20.15,-0.78
560.96,-20.05,-0.71
560.76,-19.95,-0.64
560.59,-19.85,-0.57
560.37,-19.77,-0.52
560.20,-19.66,-0.45
560.02,-19.54,-0.37
559.86,-19.42,-0.29
559.73,-19.27,-0.20
559.54,-19.17,-0.13
559.46,-18.99,-0.02
559.30,-18.88,0.05
559.11,-18.78,0.11
558.94,-18.68,0.17
558.75,-18.59,0.22
558.62,-18.44,0.31
558.45,-18.34,0.38
558.31,-18.20,0.46
558.14,-18.10,0.52
557.98,-17.99,0.58
557.80,-17.89,0.63
557.62,-17.80,0.69
557.44,-17.69,0.74
557.26,-17.61,0.79
557.10,-17.50,0.85
556.93,-17.39,0.91
556.77,-17.28,0.97
556.62,-17.16,1.03
556.46,-17.06,1.09
556.33,-16.93,1.16
556.13,-16.84,1.19
556.00,-16.72,1.26
555.83,-16.63,1.31
555.33,-16.83,1.17
554.83,-17.04,1.03
554.65,-16.93,1.08
554.51,-16.82,1.14
554.38,-16.69,1.22
553.86,-16.90,1.07
553.69,-16.81,1.12
553.50,-16.72,1.16
553.06,-16.87,1.06
552.58,-17.06,0.93
552.45,-16.91,1.01
552.30,-16.81,1.07
552.09,-16.74,1.10
551.97,-16.60,1.18
551.82,-16.49,1.23
551.63,-16.41,1.27
551.44,-16.34,1.30
551.25,-16.26,1.34
551.02,-16.22,1.35
550.83,-16.16,1.38
550.67,-16.05,1.43
550.48,-15.98,1.46
550.30,-15.91,1.49
550.14,-15.80,1.55
549.97,-15.72,1.58
549.78,-15.64,1.61
549.59,-15.57,1.64
549.40,-15.51,1.66
549.17,-15.47,1.67
548.96,-15.42,1.68
548.70,-15.41,1.68
548.49,-15.36,1.69
548.28,-15.32,1.70
548.09,-15.24,1.73
547.89,-15.19,1.75
547.65,-15.16,1.75
547.42,-15.14,1.74
547.23,-15.08,1.76
546.96,-15.08,1.75
546.74,-15.05,1.75
546.52,-14.99,1.77
546.30,-14.97,1.77
546.10,-14.92,1.78
545.87,-14.89,1.78
545.63,-14.87,1.77
545.41,-14.84,1.78
545.15,-14.83,1.77
544.99,-14.75,1.80
544.75,-14.73,1.80
544.53,-14.70,1.80
544.36,-14.63,1.82
544.14,-14.58,1.84
543.91,-14.57,1.83
543.70,-14.51,1.84
543.50,-14.47,1.85
543.25,-14.48,1.83
543.03,-14.43,1.84
542.87,-14.36,1.87
542.64,-14.33,1.87
542.43,-14.30,1.87
542.19,-14.29,1.86
541.97,-14.26,1.86
541.72,-14.26,1.84
541.52,-14.22,1.85
541.32,-14.18,1.85
541.14,-14.12,1.87
540.97,-14.04,1.91
540.80,-13.98,1.93
540.61,-13.93,1.94
540.43,-13.87,1.96
540.23,-13.83,1.96
540.04,-13.77,1.98
539.84,-13.73,1.99
539.65,-13.69,2.00
539.43,-13.66,2.00
539.23,-13.62,2.00
539.05,-13.56,2.02
538.89,-13.49,2.04
538.68,-13.47,2.04
538.44,-13.45,2.03
538.21,-13.45,2.01
538.00,-13.42,2.01
537.76,-13.42,1.99
537.56,-13.39,1.99
537.32,-13.38,1.97
537.12,-13.35,1.98
536.94,-13.31,1.98
536.68,-13.31,1.96
536.47,-13.29,1.95
536.23,-13.28,1.94
536.00,-13.29,1.92
535.74,-13.31,1.89
535.57,-13.24,1.91
535.35,-13.24,1.90
535.16,-13.18,1.91
534.93,-13.18,1.89
534.71,-13.18,1.88
534.50,-13.15,1.88
533.95,-13.43,1.69
533.68,-13.45,1.66
533.47,-13.44,1.65
533.23,-13.44,1.63
533.05,-13.39,1.65
532.82,-13.39,1.63
532.61,-13.36,1.64
532.44,-13.31,1.65
532.27,-13.26,1.67
532.06,-13.23,1.67
531.88,-13.19,1.68
531.69,-13.15,1.69
531.47,-13.14,1.68
531.27,-13.12,1.68
530.72,-13.40,1.49
530.22,-13.64,1.32
530.03,-13.61,1.33
529.86,-13.54,1.36
529.65,-13.53,1.35
529.44,-13.50,1.36
529.23,-13.49,1.35
528.67,-13.79,1.15
528.42,-13.80,1.14
528.15,-13.83,1.11
527.61,-14.10,0.93
527.40,-14.09,0.93
527.16,-14.10,0.91
526.91,-14.10,0.90
526.74,-14.05,0.92
526.52,-14.05,0.92
526.01,-14.31,0.75
525.84,-14.25,0.78
525.58,-14.27,0.76
525.06,-14.53,0.59
524.90,-14.47,0.62
524.72,-14.42,0.65
524.51,-14.40,0.65
524.01,-14.63,0.50
523.82,-14.59,0.52
523.58,-14.60,0.51
523.09,-14.83,0.37
522.94,-14.76,0.41
522.73,-14.73,0.42
522.25,-14.95,0.28
521.76,-15.19,0.13
521.55,-15.15,0.15
521.08,-15.37,0.02
520.89,-15.32,0.05
520.72,-15.26,0.08
520.18,-15.54,-0.09
519.67,-15.77,-0.23
519.19,-16.00,-0.37
519.00,-15.96,-0.34
518.83,-15.89,-0.30
518.66,-15.83,-0.26
511.33,-16.19,-0.40
510.82,-16.44,-0.54
510.32,-16.66,-0.66
509.85,-16.84,-0.76
509.59,-16.86,-0.77
509.21,-16.96,-0.82
508.89,-17.04,-0.85
508.57,-17.11,-0.88
508.28,-17.13,-0.89
508.03,-17.14,-0.89
507.83,-17.09,-0.85
507.57,-17.10,-0.85
507.41,-17.04,-0.81
507.20,-17.00,-0.78
507.01,-16.95,-0.75
506.47,-17.19,-0.87
505.89,-17.47,-1.03
505.32,-17.75,-1.17
504.80,-17.97,-1.29
504.32,-18.16,-1.39
503.85,-18.35,-1.49
502.96,-18.87,-1.77
502.16,-19.33,-2.02
501.75,-19.45,-2.07
500.97,-19.89,-2.31
500.20,-20.32,-2.54
499.46,-20.71,-2.74
498.74,-21.10,-2.94
498.42,-21.13,-2.93
497.70,-21.51,-3.13
497.05,-21.84,-3.29
496.42,-22.12,-3.42
495.82,-22.41,-3.56
495.14,-22.73,-3.72
494.61,-22.95,-3.82
494.04,-23.20,-3.93
493.41,-23.48,-4.06
492.79,-23.77,-4.19
492.26,-23.98,-4.28
491.71,-24.21,-4.37
491.17,-24.43,-4.47
490.61,-24.64,-4.55
490.08,-24.84,-4.63
489.60,-25.00,-4.68
489.12,-25.15,-4.73
488.64,-25.31,-4.78
488.15,-25.45,-4.82
487.74,-25.56,-4.84
487.30,-25.68,-4.87
486.83,-25.80,-4.90
486.38,-25.93,-4.93
485.94,-26.03,-4.94
485.54,-26.11,-4.95
485.15,-26.19,-4.95
484.66,-26.32,-4.98
484.26,-26.40,-4.99
483.84,-26.48,-4.99
483.47,-26.53,-4.97
483.10,-26.58,-4.96
482.66,-26.67,-4.96
482.29,-26.72,-4.95
481.94,-26.75,-4.92
481.49,-26.85,-4.93
481.16,-26.86,-4.89
480.78,-26.89,-4.86
480.40,-26.94,-4.85
480.10,-26.92,-4.79
479.75,-26.93,-4.75
479.40,-26.95,-4.72
479.05,-26.95,-4.67
478.70,-26.98,-4.64
478.38,-26.97,-4.60
478.07,-26.93,-4.53
477.75,-26.92,-4.48
477.40,-26.93,-4.44
477.01,-26.98,-4.43
476.70,-26.96,-4.38
476.36,-26.95,-4.33
476.03,-26.95,-4.29
475.70,-26.92,-4.23
475.43,-26.86,-4.15
475.15,-26.82,-4.09
474.82,-26.80,-4.03
474.54,-26.75,-3.96
474.23,-26.72,-3.91
473.93,-26.66,-3.84
473.67,-26.60,-3.76
473.29,-26.62,-3.73
473.03,-26.54,-3.65
472.77,-26.47,-3.58
472.45,-26.44,-3.52
472.21,-26.35,-3.44
471.86,-26.34,-3.39
471.60,-26.27,-3.32
471.33,-26.20,-3.25
471.03,-26.15,-3.18
470.75,-26.09,-3.12
470.49,-26.00,-3.03
470.27,-25.89,-2.93
469.98,-25.84,-2.88
469.72,-25.75,-2.79
469.50,-25.64,-2.70
469.26,-25.55,-2.62
469.04,-25.44,-2.52
468.77,-25.38,-2.46
468.48,-25.31,-2.39
468.28,-25.18,-2.29
468.08,-25.06,-2.20
467.79,-24.99,-2.13
467.57,-24.88,-2.04
467.31,-24.78,-1.96
467.12,-24.66,-1.87
466.93,-24.51,-1.76
466.68,-24.41,-1.68
466.48,-24.29,-1.59
466.27,-24.15,-1.49
466.08,-24.02,-1.39
465.96,-23.82,-1.26
465.72,-23.71,-1.18
465.50,-23.60,-1.10
465.31,-23.45,-1.00
465.08,-23.35,-0.92
464.87,-23.24,-0.85
464.65,-23.11,-0.76
464.47,-22.97,-0.67
464.25,-22.87,-0.60
464.02,-22.76,-0.52
463.80,-22.65,-0.45
463.54,-22.56,-0.39
463.33,-22.45,-0.33
463.12,-22.34,-0.25
462.91,-22.22,-0.17
462.73,-22.08,-0.09
462.48,-21.98,-0.03
462.29,-21.86,0.05
462.10,-21.73,0.13
461.84,-21.64,0.18
461.65,-21.53,0.25
461.45,-21.39,0.33
461.20,-21.32,0.37
460.97,-21.23,0.42
460.70,-21.16,0.46
460.47,-21.08,0.51
460.23,-20.98,0.56
460.00,-20.89,0.61
459.80,-20.78,0.67
459.55,-20.69,0.72
459.28,-20.64,0.74
459.04,-20.57,0.78
458.80,-20.48,0.83
458.61,-20.36,0.89
458.34,-20.30,0.93
458.08,-20.24,0.95
457.84,-20.17,0.99
457.59,-20.09,1.03
457.34,-20.02,1.06
457.14,-19.90,1.12
456.89,-19.84,1.15
456.68,-19.74,1.20
456.42,-19.68,1.23
456.23,-19.55,1.29
455.97,-19.47,1.33
455.74,-19.41,1.35
455.46,-19.38,1.36
455.21,-19.31,1.39
454.97,-19.24,1.42
454.72,-19.18,1.44
454.44,-19.16,1.44
454.23,-19.07,1.48
453.96,-19.01,1.50
453.69,-18.97,1.51
453.44,-18.93,1.53
453.13,-18.90,1.53
452.89,-18.84,1.55
452.67,-18.74,1.60
452.42,-18.69,1.61
452.16,-18.65,1.62
451.90,-18.59,1.65
451.66,-18.53,1.67
451.38,-18.49,1.68
451.15,-18.42,1.70
450.94,-18.33,1.74
450.67,-18.28,1.75
450.45,-18.21,1.78
450.22,-18.12,1.82
449.97,-18.08,1.82
449.75,-18.00,1.86
449.48,-17.96,1.87
449.25,-17.90,1.88
448.99,-17.86,1.89
448.75,-17.79,1.92
448.49,-17.76,1.92
448.26,-17.68,1.95
448.03,-17.62,1.97
447.82,-17.54,2.00
447.64,-17.41,2.05
447.48,-17.30,2.11
447.30,-17.18,2.16
447.10,-17.09,2.19
446.93,-16.98,2.24
446.74,-16.87,2.29
446.62,-16.72,2.36
446.49,-16.56,2.43
446.33,-16.44,2.48
446.17,-16.33,2.53
446.00,-16.21,2.58
445.82,-16.11,2.61
445.64,-16.00,2.66
445.49,-15.88,2.70
445.32,-15.78,2.74
445.13,-15.67,2.78
444.97,-15.56,2.82
444.81,-15.46,2.86
444.63,-15.36,2.89
444.46,-15.26,2.93
444.26,-15.17,2.95
444.10,-15.07,2.99
443.92,-14.98,3.01
443.71,-14.90,3.03
443.54,-14.81,3.06
443.33,-14.74,3.07
443.11,-14.70,3.07
442.86,-14.68,3.06
442.60,-14.65,3.04
442.38,-14.60,3.05
442.13,-14.57,3.03
441.85,-14.58,3.00
441.59,-14.57,2.98
441.28,-14.59,2.94
441.03,-14.58,2.92
440.73,-14.60,2.88
440.49,-14.59,2.86
440.21,-14.59,2.83
439.86,-14.65,2.76
439.56,-14.68,2.72
439.31,-14.67,2.70
438.99,-14.70,2.66
438.66,-14.76,2.60
438.34,-14.80,2.55
438.00,-14.87,2.48
437.70,-14.90,2.44
437.39,-14.92,2.40
437.13,-14.92,2.38
436.81,-14.95,2.34
436.45,-15.04,2.26
436.19,-15.03,2.24
435.93,-15.02,2.23
435.65,-15.04,2.20
435.37,-15.04,2.18
435.06,-15.07,2.13
434.76,-15.11,2.09
434.46,-15.13,2.06
434.19,-15.13,2.04
433.95,-15.12,2.03
433.63,-15.16,1.99
433.37,-15.16,1.97
433.09,-15.15,1.95
432.81,-15.17,1.92
432.51,-15.22,1.88
432.16,-15.28,1.82
431.84,-15.33,1.77
431.57,-15.32,1.76
431.29,-15.34,1.73
431.01,-15.37,1.70
430.67,-15.42,1.65
430.39,-15.44,1.62
430.02,-15.52,1.55
429.71,-15.57,1.51
429.39,-15.63,1.46
429.07,-15.66,1.43
428.73,-15.73,1.37
428.42,-15.77,1.33
428.10,-15.82,1.29
427.74,-15.91,1.22
427.46,-15.92,1.21
427.14,-15.97,1.16
426.79,-16.05,1.10
426.42,-16.14,1.04
426.12,-16.18,1.00
425.83,-16.18,0.99
425.53,-16.22,0.95
425.24,-16.24,0.93
424.91,-16.30,0.89
424.62,-16.32,0.87
424.36,-16.31,0.87
424.08,-16.32,0.85
423.82,-16.32,0.84
423.51,-16.36,0.81
423.20,-16.41,0.78
422.87,-16.45,0.74
422.58,-16.48,0.72
422.32,-16.48,0.71
421.98,-16.54,0.67
421.70,-16.56,0.65
421.40,-16.59,0.62
421.16,-16.57,0.63
420.87,-16.60,0.60
420.62,-16.58,0.61
420.29,-16.64,0.56
419.98,-16.69,0.53
419.67,-16.72,0.51
419.42,-16.71,0.51
419.14,-16.71,0.50
418.81,-16.78,0.46
418.54,-16.79,0.45
418.29,-16.77,0.46
417.99,-16.80,0.43
417.70,-16.81,0.42
417.42,-16.83,0.40
417.12,-16.87,0.38
416.83,-16.88,0.37
416.56,-16.89,0.36
416.27,-16.90,0.35
416.02,-16.89,0.35
415.73,-16.92,0.33
415.45,-16.93,0.32
415.19,-16.92,0.32
414.93,-16.92,0.32
414.62,-16.96,0.29
414.34,-16.97,0.28
414.04,-16.99,0.27
413.75,-17.02,0.24
413.44,-17.07,0.21
413.12,-17.11,0.19
412.83,-17.13,0.17
412.53,-17.15,0.16
412.23,-17.19,0.13
411.98,-17.18,0.14
411.69,-17.19,0.13
411.40,-17.21,0.11
411.12,-17.22,0.11
410.84,-17.23,0.10
410.55,-17.26,0.08
410.28,-17.25,0.08
409.99,-17.28,0.07
409.66,-17.33,0.04
409.37,-17.35,0.02
409.08,-17.38,0.00
408.80,-17.39,-0.00
408.47,-17.45,-0.04
408.23,-17.43,-0.03
407.94,-17.44,-0.03
407.61,-17.50,-0.07
407.29,-17.53,-0.09
407.01,-17.55,-0.10
406.72,-17.57,-0.11
406.41,-17.59,-0.12
406.12,-17.62,-0.14
405.80,-17.65,-0.16
405.57,-17.62,-0.14
405.32,-17.62,-0.13
404.99,-17.66,-0.16
404.76,-17.63,-0.14
404.46,-17.65,-0.15
404.20,-17.64,-0.14
403.96,-17.63,-0.13
403.67,-17.64,-0.14
403.38,-17.66,-0.15
403.16,-17.62,-0.13
402.91,-17.61,-0.11
402.61,-17.64,-0.14
402.31,-17.66,-0.14
402.01,-17.69,-0.16
401.75,-17.69,-0.16
401.44,-17.72,-0.18
401.16,-17.74,-0.19
400.91,-17.71,-0.17
400.63,-17.72,-0.18
400.40,-17.69,-0.15
400.18,-17.64,-0.12
399.95,-17.61,-0.10
399.65,-17.63,-0.11
399.38,-17.64,-0.12
399.12,-17.63,-0.11
398.82,-17.65,-0.12
398.58,-17.63,-0.11
398.28,-17.65,-0.12
398.02,-17.64,-0.11
397.73,-17.67,-0.13
397.47,-17.65,-0.12
397.21,-17.65,-0.11
396.89,-17.70,-0.14
396.62,-17.69,-0.14
396.37,-17.68,-0.13
396.06,-17.70,-0.14
395.82,-17.68,-0.13
395.56,-17.68,-0.12
395.34,-17.63,-0.09
395.09,-17.62,-0.08
394.82,-17.61,-0.08
394.58,-17.59,-0.06
394.38,-17.53,-0.03
394.15,-17.49,-0.00
393.89,-17.49,-0.00
393.60,-17.50,-0.01
393.38,-17.45,0.02
393.21,-17.37,0.07
392.94,-17.37,0.07
392.78,-17.28,0.13
392.52,-17.25,0.14
392.24,-17.27,0.13
391.95,-17.30,0.11
391.70,-17.27,0.12
391.51,-17.21,0.16
391.27,-17.19,0.17
391.01,-17.17,0.18
390.74,-17.18,0.17
390.42,-17.22,0.15
390.19,-17.20,0.16
389.90,-17.22,0.15
389.68,-17.16,0.18
389.43,-17.16,0.18
389.20,-17.12,0.20
388.94,-17.11,0.21
388.68,-17.11,0.20
388.43,-17.09,0.21
388.25,-17.02,0.26
387.96,-17.03,0.25
387.71,-17.02,0.25
387.44,-17.03,0.24
387.15,-17.04,0.23
386.90,-17.04,0.23
386.63,-17.05,0.23
386.38,-17.04,0.23
386.14,-17.02,0.24
385.89,-17.00,0.25
385.72,-16.91,0.30
385.45,-16.92,0.29
385.14,-16.95,0.27
384.87,-16.97,0.26
384.64,-16.93,0.28
384.36,-16.94,0.27
384.12,-16.93,0.28
383.86,-16.92,0.28
383.56,-16.95,0.26
383.30,-16.93,0.26
383.01,-16.96,0.24
382.76,-16.96,0.24
382.47,-16.97,0.24
382.19,-16.98,0.22
381.94,-16.97,0.23
381.67,-16.98,0.22
381.41,-16.98,0.22
381.12,-16.99,0.21
380.85,-17.00,0.20
380.56,-17.03,0.18
380.28,-17.03,0.18
380.10,-16.96,0.22
379.80,-16.98,0.21
379.57,-16.96,0.22
379.33,-16.94,0.23
379.02,-16.97,0.21
378.78,-16.96,0.21
378.51,-16.95,0.22
378.24,-16.97,0.20
377.99,-16.96,0.21
377.68,-16.99,0.19
377.39,-17.02,0.16
377.12,-17.01,0.17
376.88,-16.99,0.18
376.59,-17.03,0.16
376.34,-17.01,0.17
376.05,-17.03,0.15
375.75,-17.05,0.14
375.49,-17.06,0.13
375.25,-17.04,0.14
374.98,-17.03,0.14
374.68,-17.07,0.12
374.36,-17.12,0.09
374.11,-17.11,0.09
373.84,-17.11,0.09
373.52,-17.16,0.06
373.25,-17.17,0.05
372.93,-17.22,0.02
372.63,-17.24,0.01
372.32,-17.29,-0.02
372.02,-17.31,-0.03
371.76,-17.31,-0.04
371.48,-17.33,-0.04
371.18,-17.35,-0.06
370.90,-17.37,-0.07
370.60,-17.39,-0.08
370.35,-17.38,-0.08
370.00,-17.46,-0.12
369.68,-17.50,-0.15
369.38,-17.54,-0.17
369.10,-17.56,-0.18
368.84,-17.55,-0.17
368.54,-17.58,-0.19
368.22,-17.62,-0.21
367.94,-17.65,-0.23
367.64,-17.68,-0.24
367.34,-17.70,-0.26
367.02,-17.75,-0.29
366.70,-17.78,-0.30
366.44,-17.79,-0.30
366.13,-17.83,-0.32
365.82,-17.86,-0.34
365.56,-17.85,-0.33
365.30,-17.84,-0.32
364.97,-17.90,-0.35
364.72,-17.88,-0.34
364.39,-17.93,-0.37
364.11,-17.95,-0.37
363.80,-17.97,-0.39
363.54,-17.97,-0.38
363.24,-18.00,-0.40
362.95,-18.01,-0.40
362.66,-18.03,-0.41
362.35,-18.07,-0.43
362.06,-18.08,-0.43
361.79,-18.09,-0.43
361.53,-18.07,-0.42
361.22,-18.09,-0.42
360.97,-18.10,-0.42
360.66,-18.12,-0.43
360.40,-18.12,-0.43
360.14,-18.10,-0.41
359.86,-18.11,-0.42
359.60,-18.10,-0.41
359.35,-18.08,-0.39
359.11,-18.06,-0.37
358.84,-18.05,-0.36
358.53,-18.09,-0.38
358.26,-18.09,-0.38
357.97,-18.09,-0.38
357.71,-18.09,-0.37
357.39,-18.12,-0.39
357.14,-18.11,-0.38
356.88,-18.10,-0.37
356.63,-18.07,-0.35
356.35,-18.09,-0.36
356.11,-18.07,-0.34
355.80,-18.09,-0.35
355.52,-18.11,-0.36
355.26,-18.08,-0.34
355.03,-18.05,-0.32
354.76,-18.05,-0.31
354.46,-18.07,-0.32
354.20,-18.06,-0.31
353.96,-18.02,-0.29
353.68,-18.04,-0.29
353.39,-18.06,-0.30
353.09,-18.08,-0.31
352.86,-18.05,-0.29
352.57,-18.05,-0.29
352.28,-18.08,-0.30
351.99,-18.09,-0.31
351.70,-18.10,-0.31
351.42,-18.11,-0.31
351.14,-18.12,-0.32
350.86,-18.14,-0.33
350.60,-18.13,-0.32
350.34,-18.11,-0.30
350.03,-18.14,-0.32
349.76,-18.15,-0.32
349.47,-18.15,-0.32
349.19,-18.17,-0.33
348.86,-18.20,-0.35
348.56,-18.24,-0.36
348.26,-18.27,-0.38
347.95,-18.29,-0.39
347.63,-18.33,-0.41
347.33,-18.35,-0.42
346.95,-18.45,-0.47
346.64,-18.48,-0.49
346.31,-18.52,-0.51
345.99,-18.57,-0.53
345.67,-18.59,-0.54
345.38,-18.61,-0.55
345.11,-18.61,-0.55
344.80,-18.63,-0.55
344.57,-18.60,-0.53
344.26,-18.63,-0.54
343.94,-18.66,-0.55
343.66,-18.67,-0.55
343.34,-18.70,-0.57
342.97,-18.78,-0.61
342.61,-18.86,-0.66
342.30,-18.88,-0.66
342.05,-18.86,-0.64
341.75,-18.87,-0.65
341.43,-18.92,-0.67
341.13,-18.94,-0.67
340.83,-18.94,-0.67
340.53,-18.97,-0.68
340.23,-18.98,-0.68
339.98,-18.96,-0.66
339.69,-18.97,-0.66
339.37,-19.00,-0.67
339.03,-19.06,-0.70
338.75,-19.05,-0.69
338.50,-19.02,-0.67
338.20,-19.05,-0.68
337.88,-19.07,-0.69
337.64,-19.04,-0.66
337.32,-19.08,-0.68
337.05,-19.06,-0.66
