Time[s]	Pressure[Pa]	Alt[m]	Acc_x[G]	Acc_y[G]	Acc_z[G]	Gyro_x[º/s]	Gyro_y[º/s]	Gyro_z[º/s]	Temp_bme[*C]	Temp_imu[*C]
81.86	101705.11	0.89	-0.80	0.51	-0.29	7.80	-3.90	4.82	32.73	34.4
81.88	101702.78	1.09	-0.80	0.51	-0.31	8.78	-2.87	13.35	32.73	34.4
81.91	101702.78	1.09	-0.75	0.45	-0.35	11.89	2.20	13.60	32.73	34.8
81.93	101707.36	0.71	-0.77	0.48	-0.32	14.21	7.13	8.84	32.73	34.4
81.95	101702.60	1.10	-0.84	0.52	-0.28	15.43	6.77	9.51	32.73	34.6
81.98	101702.60	1.10	-0.81	0.51	-0.33	17.01	8.17	11.34	32.73	34.7
82.00	101704.27	0.96	-0.83	0.55	-0.32	17.38	9.51	13.60	32.72	34.7
82.02	101699.76	1.34	-0.84	0.56	-0.28	15.85	10.18	12.87	32.72	34.7
82.04	101699.76	1.34	-0.91	0.57	-0.29	15.49	8.29	10.37	32.72	34.7
82.08	101699.58	1.35	-0.86	0.59	-0.28	13.41	2.68	11.71	32.72	34.5
82.10	101699.41	1.37	-0.82	0.61	-0.31	11.89	6.22	9.63	32.72	34.6
82.12	101699.41	0.94	-0.87	0.63	-0.30	4.15	5.67	6.83	32.73	34.7
82.15	101704.59	0.94	-0.95	0.44	-0.12	12.56	6.59	15.18	32.73	34.4
82.17	101700.80	1.25	-0.95	0.66	-0.19	9.27	5.12	7.50	32.72	34.5
82.19	101700.80	1.25	-0.92	0.62	-0.25	9.15	3.66	8.35	32.73	34.4
82.21	101699.48	1.36	-0.85	0.61	-0.26	8.05	3.35	6.65	32.73	34.6
82.24	101702.95	1.07	-0.85	0.60	-0.29	5.24	3.35	4.27	32.73	34.8
82.26	101702.95	1.07	-0.83	0.65	-0.28	0.79	2.74	9.33	32.73	34.4
82.28	101704.79	0.92	-0.85	0.69	-0.25	-6.59	2.38	17.80	32.72	34.5
82.31	101702.84	1.08	-0.84	0.62	-0.26	-10.79	0.18	24.94	32.73	34.6
82.33	101702.84	1.08	-0.75	0.55	-0.28	-10.06	-0.18	22.56	32.73	34.6
82.35	101703.20	1.05	-0.71	0.50	-0.28	-7.13	4.09	18.41	32.73	34.7
82.38	101702.33	1.12	-0.77	0.53	-0.29	-4.21	5.30	12.80	32.73	34.5
82.40	101702.33	1.12	-0.75	0.55	-0.24	-2.26	4.33	12.74	32.73	34.7
82.42	101700.38	1.29	-0.71	0.59	-0.26	-2.01	7.07	16.71	32.72	34.4
82.45	101702.16	1.14	-0.73	0.66	-0.21	-9.33	9.39	12.32	32.73	34.5
82.47	101702.16	1.14	-0.77	0.61	-0.19	-14.76	6.46	9.57	32.73	34.6
82.50	101701.22	1.21	-0.88	0.77	-0.12	-30.37	-3.17	4.94	32.73	34.6
82.52	101700.97	1.24	-0.85	0.69	-0.16	-47.26	-18.66	11.04	32.72	34.6
82.55	101700.97	1.24	-0.67	0.41	-0.23	-31.46	-15.73	34.27	32.72	34.5
82.57	101702.70	1.09	-0.58	0.47	-0.29	-17.44	-1.04	29.82	32.72	34.5
82.59	101703.47	1.03	-0.56	0.43	-0.24	-10.98	15.79	18.54	32.73	34.5
82.62	101703.47	1.03	-0.52	0.35	-0.15	8.66	30.18	30.43	32.73	34.5
82.64	101701.31	1.21	-0.66	0.37	-0.22	32.62	38.84	28.29	32.72	34.5
82.67	101704.83	0.92	-0.74	0.53	-0.28	45.37	38.96	-2.38	32.74	34.6
82.69	101704.83	0.92	-0.85	0.55	-0.52	52.68	32.44	-13.60	32.74	34.6
82.71	101702.84	1.08	-0.86	0.74	0.02	59.02	1.83	-12.44	32.73	34.6
82.73	101703.99	0.99	-0.74	0.81	-0.26	54.39	-3.23	-13.60	32.73	34.7
82.76	101703.99	0.99	-0.85	0.88	-0.20	44.33	-5.06	-7.93	32.73	34.6
82.78	101699.93	1.32	-0.85	0.94	-0.19	23.23	-6.52	-4.51	32.72	34.4
82.81	101704.41	0.95	-0.77	0.85	-0.22	4.27	0.00	2.62	32.73	34.6
82.83	101704.41	0.95	-0.84	0.87	-0.16	-8.23	-5.24	2.44	32.73	34.5
82.86	101700.70	1.26	-0.88	0.81	-0.38	-18.05	-14.51	5.73	32.73	34.5
82.88	101702.50	1.11	-0.95	0.95	1.00	-16.28	-13.72	13.17	32.73	34.6
82.90	101702.50	1.11	-0.92	0.66	0.07	-9.21	-32.01	19.76	32.73	34.6
82.93	101702.41	1.12	-0.55	0.54	-0.26	6.59	-14.70	14.33	32.74	34.6
82.95	101705.00	0.90	-0.64	0.68	-0.30	0.30	-1.77	4.27	32.74	34.4
82.97	101705.00	0.90	-0.67	0.56	-0.25	-5.43	9.88	10.18	32.74	34.5
83.00	101702.88	1.08	-0.59	0.55	-0.34	10.06	26.52	21.34	32.72	34.6
83.02	101704.31	0.96	-0.71	0.73	-0.23	14.57	33.48	18.05	32.74	34.6
83.04	101704.31	0.96	-0.76	0.66	-0.23	14.82	32.74	17.26	32.74	34.6
83.07	101701.39	1.20	-1.02	0.76	0.24	14.02	25.55	19.27	32.73	34.6
83.09	101704.77	0.92	-0.73	0.56	-0.31	19.21	7.68	24.57	32.73	34.6
83.11	101704.77	0.92	-0.77	0.76	-0.05	12.87	19.82	8.66	32.73	34.5
83.14	101701.84	1.16	-0.73	0.56	-0.15	13.35	17.99	6.46	32.72	34.5
83.16	101702.95	1.07	-0.77	0.67	-0.18	19.76	16.34	10.73	32.73	34.5
83.19	101702.95	1.07	-0.69	0.73	-0.20	21.83	21.28	3.17	32.73	34.4
83.21	101705.35	0.87	-0.76	0.78	-0.18	19.63	23.96	-6.04	32.74	34.6
83.23	101700.25	1.30	-0.75	0.71	-0.22	20.30	20.18	-3.05	32.73	34.6
83.26	101700.25	1.30	-0.77	0.79	-0.14	19.70	20.61	3.60	32.73	34.6
83.28	101700.11	1.31	-0.75	0.79	-0.13	16.59	24.02	5.00	32.72	34.5
83.31	101702.23	1.13	-0.75	0.78	-0.24	11.34	22.01	5.55	32.74	34.5
83.33	101702.23	1.13	-0.80	0.81	-0.12	5.98	20.43	5.73	32.74	34.3
83.35	101701.25	1.21	-0.74	0.76	-0.10	8.05	21.34	9.57	32.72	34.5
83.38	101703.27	1.05	-0.75	0.73	-0.18	11.52	17.44	15.73	32.74	34.4
83.40	101703.27	1.05	-0.75	0.71	-0.13	12.87	15.49	11.95	32.74	34.5
83.42	101705.35	0.87	-0.75	0.69	-0.15	15.18	15.61	8.05	32.74	34.5
83.44	101705.35	1.11	-0.76	0.70	-0.18	16.95	13.66	-0.12	32.73	34.6
83.47	101702.50	1.11	-0.74	0.74	-0.20	19.82	12.20	-5.12	32.73	34.5
83.49	101701.29	1.21	-0.73	0.78	-0.18	18.41	10.73	-2.26	32.73	34.7
83.52	101704.73	0.92	-0.72	0.78	-0.21	14.88	12.26	7.68	32.74	34.5
83.54	101704.73	0.92	-0.75	0.79	-0.25	10.79	12.74	8.17	32.74	34.6
83.56	101701.05	1.23	-0.76	0.76	-0.28	8.23	11.89	2.99	32.73	34.6
83.59	101701.05	1.24	-0.78	0.78	-0.21	8.84	9.76	1.83	32.72	34.8
83.61	101700.97	1.24	-0.74	0.82	-0.24	6.16	8.60	6.10	32.72	34.6
83.63	101704.23	0.96	-0.74	0.77	-0.22	4.88	7.99	10.61	32.73	34.5
83.66	101704.23	0.96	-0.69	0.76	-0.23	4.09	9.02	12.13	32.73	34.5
83.68	101706.15	0.81	-0.67	0.72	-0.27	0.85	11.40	7.74	32.73	34.5
83.70	101703.72	1.01	-0.71	0.71	-0.21	-0.18	11.83	0.67	32.73	34.6
83.73	101703.72	1.01	-0.74	0.70	-0.21	2.44	10.24	-1.22	32.74	34.5
83.75	101703.69	1.01	-0.71	0.73	-0.18	5.98	7.68	6.04	32.74	34.6
83.77	101704.23	0.96	-0.68	0.75	-0.17	6.16	8.35	10.91	32.73	34.5
83.80	101704.23	0.96	-0.68	0.72	-0.20	5.91	9.09	11.65	32.73	34.5
83.82	101708.03	0.65	-0.73	0.65	-0.15	11.10	8.35	7.99	32.74	34.5
83.84	101707.71	0.68	-0.77	0.67	-0.11	15.61	2.50	-0.06	32.73	34.6
83.87	101707.71	0.68	-0.67	0.76	-0.18	18.35	-0.85	0.67	32.73	34.5
83.89	101706.32	0.79	-0.64	0.94	-0.28	4.02	1.71	-15.49	32.73	34.7
83.92	101706.49	0.78	-0.65	0.83	-0.20	0.67	2.87	-3.05	32.73	34.7
83.94	101706.49	0.78	-0.62	0.80	-0.19	1.28	7.80	7.80	32.73	34.7
83.96	101701.31	1.21	-0.66	0.73	-0.06	4.33	12.93	14.39	32.72	34.7
83.98	101701.46	1.20	-0.64	0.71	-0.22	7.62	19.39	13.54	32.73	34.5
84.01	101701.46	1.20	-0.72	0.66	-0.07	13.17	20.12	5.73	32.73	34.6
84.03	101701.66	1.18	-0.84	0.60	-0.25	23.29	15.79	5.79	32.71	34.5
84.06	101705.11	0.89	-0.83	0.75	-0.08	33.48	2.99	-8.96	32.73	34.4
84.08	101705.11	0.89	-0.70	0.80	-0.22	33.60	1.89	-13.17	32.73	34.6
84.10	101701.88	1.16	-0.69	0.88	-0.23	26.10	3.35	-8.35	32.74	34.6
84.13	101705.03	0.90	-0.68	0.86	-0.22	21.10	2.87	4.51	32.73	34.7
84.15	101705.03	0.90	-0.71	0.82	-0.22	19.15	0.49	15.91	32.73	34.5
84.17	101704.41	0.95	-0.63	0.80	-0.28	19.63	1.89	13.90	32.73	34.5
84.19	101704.41	0.95	-0.60	0.81	-0.22	17.74	8.05	9.57	32.73	34.3
84.22	101705.11	0.89	-0.66	0.79	-0.22	15.00	12.74	8.96	32.73	34.5
84.24	101701.56	1.19	-0.67	0.78	-0.21	13.90	14.15	11.34	32.73	34.5
84.27	101706.81	0.75	-0.68	0.79	-0.20	14.51	15.12	14.02	32.74	34.6
84.29	101706.81	0.75	-0.73	0.78	-0.23	14.63	13.84	13.48	32.74	34.6
84.31	101702.88	1.08	-0.73	0.76	-0.19	12.68	10.79	9.21	32.72	34.5
84.34	101704.41	0.95	-0.67	0.76	-0.19	12.68	10.06	8.90	32.73	34.6
84.36	101704.41	0.95	-0.71	0.76	-0.24	13.96	11.89	4.94	32.73	34.6
84.38	101702.26	1.13	-0.74	0.84	-0.22	13.96	10.67	6.71	32.73	34.5
84.41	101702.65	1.10	-0.73	0.85	-0.22	9.63	7.38	9.09	32.74	34.5
84.43	101702.65	1.10	-0.67	0.83	-0.21	5.73	8.35	7.07	32.74	34.4
84.46	101701.31	1.21	-0.65	0.78	-0.21	5.43	11.46	10.67	32.72	34.4
84.48	101701.46	1.20	-0.68	0.70	-0.25	7.32	12.01	16.65	32.73	34.4
84.50	101701.46	1.20	-0.79	0.70	-0.47	10.37	9.63	0.91	32.73	34.7
84.53	101702.16	1.14	-0.76	1.05	1.09	8.90	7.87	-8.35	32.73	34.7
84.55	101702.16	1.14	-0.66	0.68	-0.48	14.88	5.06	-2.20	32.74	34.6
84.57	101704.14	0.97	-0.70	0.79	-0.10	15.61	4.27	6.71	32.74	34.7
84.60	101700.25	1.30	-0.57	0.76	-0.22	15.55	6.89	5.18	32.73	34.6
84.62	101703.89	0.99	-0.54	0.79	-0.18	15.73	11.40	4.94	32.73	34.5
84.65	101703.89	0.99	-0.59	0.83	-0.16	14.45	14.94	3.78	32.73	34.6
84.67	101705.53	0.86	-0.72	0.81	-0.17	12.56	14.45	1.71	32.74	34.5
84.69	101705.53	0.80	-0.76	0.81	-0.16	11.59	12.01	4.33	32.73	34.1
84.72	101705.45	0.86	-0.78	0.73	-0.16	11.28	9.76	3.72	32.73	34.6
84.74	101704.77	0.92	-0.63	0.75	-0.23	11.95	11.52	-1.04	32.73	34.6
84.76	101704.77	0.92	-0.62	0.83	-0.26	11.22	15.79	-0.24	32.73	34.6
84.79	101706.49	0.78	-0.75	0.83	-0.26	9.94	15.06	2.38	32.73	34.6
84.81	101709.77	0.51	-0.71	0.80	-0.24	9.63	11.83	8.11	32.74	34.6
84.84	101709.77	0.51	-0.65	0.77	-0.24	10.30	9.33	9.09	32.74	34.5
84.86	101706.05	0.81	-0.65	0.80	-0.18	9.94	7.68	7.56	32.74	34.8
84.88	101706.30	0.79	-0.63	0.81	-0.16	9.27	5.79	5.61	32.74	34.5
84.91	101706.30	0.79	-0.61	0.77	-0.18	8.96	3.96	-0.24	32.73	34.5
84.93	101708.58	0.60	-0.61	0.81	-0.17	8.96	4.57	-4.88	32.73	34.5
84.95	101710.28	0.46	-0.69	0.81	-0.20	8.48	4.39	-2.80	32.74	34.6
84.98	101706.84	0.75	-0.68	0.84	-0.27	7.99	2.56	-2.80	32.73	34.5
85.01	101706.84	0.75	-0.64	0.82	-0.26	8.17	3.66	0.85	32.73	34.5
85.03	101704.94	0.91	-0.69	0.83	-0.23	8.48	4.33	1.71	32.73	34.7
85.05	101706.30	0.79	-0.67	0.82	-0.28	7.68	3.96	3.60	32.74	34.7
85.08	101706.30	0.79	-0.77	0.98	-0.60	1.52	5.18	-5.18	32.74	34.4
85.10	101703.80	1.00	-0.53	0.27	-0.30	3.72	10.18	0.98	32.74	34.4
85.12	101703.80	1.00	-1.02	0.95	-0.13	8.29	10.12	8.11	32.74	34.4
85.15	101705.70	0.84	-0.58	0.87	-0.23	8.05	12.38	11.28	32.74	34.6
85.17	101703.20	1.05	-0.74	0.72	-0.17	7.26	13.96	-0.73	32.73	34.5
85.19	101703.20	0.99	-0.74	0.75	-0.16	10.24	11.52	-0.24	32.73	34.5
85.22	101703.89	0.99	-0.65	0.86	-0.15	9.02	7.13	1.40	32.73	34.6
85.24	101706.56	0.77	-0.61	0.83	-0.16	8.96	3.90	0.98	32.74	34.6
85.26	101706.56	0.77	-0.68	0.78	-0.16	9.15	3.23	3.05	32.73	34.6
85.29	101701.98	1.15	-0.67	0.78	-0.20	9.88	4.09	3.23	32.73	34.6
85.31	101703.12	1.06	-0.67	0.79	-0.23	11.40	6.28	5.67	32.73	34.6
85.34	101703.12	1.13	-0.69	0.82	-0.19	9.51	9.70	-0.79	32.74	34.5
85.36	101702.30	1.13	-0.67	0.83	-0.15	8.05	9.45	0.73	32.74	34.5
85.38	101703.97	0.99	-0.67	0.81	-0.15	9.21	9.09	10.98	32.74	34.6
85.41	101703.97	0.99	-0.61	0.82	-0.26	8.54	10.37	-5.43	32.73	34.5
85.43	101701.64	1.18	-0.60	0.84	-0.18	11.04	10.30	1.59	32.73	34.6
85.45	101702.60	1.10	-0.66	0.81	-0.16	11.83	9.39	0.06	32.73	34.4
85.48	101702.60	1.10	-0.68	0.81	-0.23	11.95	7.44	0.06	32.74	34.7
85.50	101704.39	0.95	-0.63	0.80	-0.22	12.13	8.35	-1.46	32.74	34.5
85.53	101704.23	0.96	-0.69	0.82	-0.19	12.32	9.70	2.38	32.73	34.5
85.55	101704.23	0.96	-0.74	0.82	-0.13	11.46	10.79	3.48	32.74	34.7
85.58	101704.04	0.98	-0.65	0.75	-0.19	12.68	11.40	1.34	32.74	34.3
85.60	101700.94	1.24	-0.61	0.79	-0.21	15.43	11.65	1.40	32.73	34.6
85.62	101700.94	1.24	-0.66	0.80	-0.16	15.06	10.06	2.99	32.74	34.6
85.64	101704.04	0.98	-0.67	0.76	-0.14	13.54	8.35	5.24	32.74	34.4
85.67	101708.48	0.61	-0.64	0.79	-0.18	14.39	8.66	-0.55	32.75	34.4
85.69	101708.48	0.61	-0.70	0.87	-0.21	13.84	7.26	1.34	32.74	34.6
85.72	101704.31	0.96	-0.65	0.78	-0.22	12.07	8.11	4.39	32.74	34.4
85.74	101702.58	1.10	-0.67	0.81	-0.22	12.62	10.49	2.38	32.74	34.6
85.77	101702.58	1.47	-0.70	0.88	-0.19	10.98	11.34	4.51	32.73	34.7
85.79	101698.16	1.47	-0.60	0.75	-0.24	12.20	12.74	7.80	32.73	34.8
85.81	101697.64	1.51	-0.64	0.81	-0.19	13.11	14.09	4.94	32.73	34.6
85.84	101697.64	1.51	-0.66	0.83	-0.17	11.71	13.60	7.01	32.74	34.6
85.86	101701.19	1.22	-0.65	0.75	-0.17	11.10	10.91	4.51	32.74	34.6
85.88	101704.59	0.94	-0.66	0.83	-0.20	13.66	10.30	2.26	32.73	34.5
85.91	101704.59	0.94	-0.65	0.84	-0.21	13.54	7.68	5.49	32.75	34.5
85.93	101704.66	0.93	-0.59	0.77	-0.26	12.26	6.22	1.10	32.75	34.7
85.95	101702.33	1.12	-0.69	0.73	-0.46	15.79	8.23	2.20	32.73	34.5
85.98	101702.33	1.12	-0.80	0.85	-0.16	15.12	9.94	5.30	32.74	34.7
86.00	101704.56	0.94	-0.75	0.73	-0.13	14.21	11.28	-2.38	32.74	34.6
86.02	101705.42	0.87	-0.57	0.88	-0.16	14.15	9.21	1.71	32.74	34.6
86.05	101705.42	0.87	-0.60	0.83	-0.19	13.66	8.48	0.79	32.76	34.7
86.07	101707.93	0.66	-0.63	0.82	-0.21	12.62	8.54	6.04	32.76	34.5
86.10	101702.58	1.10	-0.73	0.77	-0.15	12.68	10.55	0.91	32.74	34.6
86.12	101702.58	1.10	-0.70	0.80	-0.17	12.68	10.85	3.17	32.74	34.7
86.14	101703.17	1.05	-0.65	0.80	-0.14	10.79	10.85	4.94	32.74	34.5
86.17	101702.23	1.13	-0.68	0.83	-0.16	9.76	11.04	1.59	32.74	34.7
86.19	101702.23	1.13	-0.61	0.89	-0.25	8.90	9.70	3.35	32.74	34.6
86.22	101705.18	0.89	-0.66	0.83	-0.23	9.39	9.57	0.85	32.74	34.6
86.24	101702.05	1.15	-0.66	0.78	-0.17	10.67	9.21	2.20	32.74	34.7
86.27	101702.05	1.15	-0.59	0.81	-0.18	11.59	8.72	6.40	32.74	34.6
86.29	101702.05	1.15	-0.65	0.81	-0.19	10.18	8.66	4.94	32.74	34.6
86.31	101701.81	1.17	-0.67	0.81	-0.17	9.33	9.51	0.18	32.73	34.5
86.33	101701.81	1.17	-0.65	0.89	-0.20	10.06	9.63	5.37	32.74	34.6
86.36	101704.73	0.92	-0.63	0.86	-0.25	10.24	9.21	7.50	32.74	34.5
86.38	101703.86	1.00	-0.67	0.79	-0.21	9.27	10.37	0.91	32.74	34.8
86.40	101703.86	1.00	-0.63	0.86	-0.18	9.02	11.89	6.83	32.74	34.5
86.43	101706.64	0.77	-0.63	0.77	-0.17	10.37	12.93	5.06	32.74	34.6
86.45	101705.00	0.90	-0.61	0.84	-0.17	11.28	12.38	-1.16	32.75	34.5
86.47	101705.00	0.90	-0.58	0.84	-0.16	11.10	10.79	1.34	32.74	34.7
86.50	101705.77	0.84	-0.67	0.80	-0.18	11.34	8.48	9.02	32.74	34.7
86.52	101703.61	1.02	-0.68	0.78	-0.25	12.01	7.20	1.77	32.74	34.7
86.54	101703.61	1.02	-0.63	0.91	-0.20	11.28	6.71	0.85	32.74	34.6
86.57	101704.66	0.93	-0.57	0.80	-0.16	7.93	8.05	3.60	32.74	34.6
86.59	101708.20	0.64	-0.61	0.76	-0.21	7.20	11.89	7.13	32.74	34.8
86.61	101708.20	0.64	-0.70	0.94	-0.40	14.39	16.34	1.28	32.74	34.6
86.64	101706.67	0.76	-0.60	1.03	-0.16	14.27	16.71	2.74	32.73	34.5
86.66	101702.82	1.08	-0.55	0.69	-0.08	10.37	14.02	2.80	32.74	34.6
86.69	101702.82	1.08	-0.67	0.73	-0.21	13.48	13.29	3.17	32.74	34.7
86.71	101706.05	0.81	-0.74	1.00	-0.18	18.48	12.07	8.35	32.75	34.5
86.73	101700.32	1.29	-0.59	0.76	-0.12	18.17	1.77	-9.02	32.75	34.6
86.76	101700.32	1.29	-0.53	0.84	-0.12	14.76	-4.09	-6.95	32.75	34.5
86.78	101702.12	1.14	-0.62	0.72	-0.30	15.00	-2.01	-5.79	32.74	34.6
86.81	101700.74	1.25	-0.82	0.98	-0.19	14.45	6.65	3.29	32.74	34.3
86.83	101700.74	1.25	-0.60	0.90	-0.17	11.34	11.16	-1.34	32.74	34.7
86.85	101704.48	0.94	-0.49	0.94	-0.21	11.16	14.02	8.96	32.74	34.6
86.88	101706.84	0.75	-0.66	0.84	-0.18	9.94	13.54	5.91	32.73	34.4
86.90	101706.84	0.75	-0.65	0.78	-0.08	7.99	11.52	4.09	32.73	34.7
86.92	101706.73	0.76	-0.62	0.69	-0.05	9.57	7.38	2.56	32.74	34.4
86.95	101706.15	0.81	-0.73	0.83	-0.18	14.57	2.26	3.11	32.73	34.5
86.97	101706.15	0.81	-0.63	0.87	-0.22	15.30	-1.83	-4.09	32.73	34.5
86.99	101703.20	1.05	-0.60	0.84	-0.18	12.62	-3.23	-9.82	32.73	34.5
87.02	101703.20	0.95	-0.71	0.83	-0.34	14.63	-0.85	-9.88	32.72	34.4
87.04	101704.44	0.95	-0.67	0.95	-0.44	16.28	5.12	-2.99	32.72	34.4
87.06	101696.88	1.58	-0.61	0.89	-0.34	14.88	13.90	-3.96	32.73	34.4
87.08	101696.88	1.58	-0.58	0.87	-0.21	12.32	19.33	0.00	32.73	34.5
87.11	101695.31	1.71	-0.55	0.85	-0.23	10.00	20.49	6.59	32.73	34.4
87.13	101698.37	1.45	-0.60	0.82	-0.23	10.30	16.52	13.66	32.72	34.4
87.16	101698.37	1.45	-0.70	0.83	-0.18	13.60	12.32	5.49	32.72	34.5
87.18	101695.94	1.65	-0.73	0.79	-0.18	13.96	12.93	-1.65	32.72	34.7
87.20	101695.07	1.73	-0.77	0.73	-0.37	14.76	9.88	0.61	32.71	34.5
87.23	101695.07	1.73	-0.59	0.80	-0.09	12.87	8.96	-0.18	32.72	34.6
87.25	101700.38	1.29	-0.58	0.82	-0.12	12.56	6.10	2.87	32.72	34.5
87.27	101704.16	0.97	-0.60	0.77	-0.15	10.55	5.79	-0.43	32.69	34.6
87.29	101704.16	0.97	-0.66	0.76	-0.14	11.28	8.60	-4.51	32.69	34.6
87.32	101706.12	0.81	-0.69	0.84	-0.17	11.77	10.73	-3.41	32.70	34.5
87.34	101705.02	0.90	-0.62	0.81	-0.19	11.77	9.51	-0.91	32.69	34.6
87.37	101705.02	0.90	-0.65	0.79	-0.20	12.68	7.38	1.89	32.68	34.5
87.39	101702.77	1.09	-0.70	0.86	-0.17	12.56	6.59	0.79	32.68	34.4
87.41	101703.63	1.01	-0.68	0.86	-0.17	10.18	4.70	1.95	32.68	34.5
87.44	101703.63	1.01	-0.64	0.80	-0.14	8.84	5.37	0.06	32.68	34.6
87.46	101704.45	0.95	-0.63	0.77	-0.14	9.94	6.28	1.52	32.68	34.5
87.48	101703.52	1.02	-0.62	0.81	-0.19	10.85	7.32	2.56	32.67	34.6
87.51	101703.52	1.02	-0.61	0.78	-0.18	12.13	8.96	0.12	32.67	34.4
87.53	101702.05	1.15	-0.64	0.80	-0.18	12.01	10.30	-3.41	32.67	34.6
87.55	101703.34	1.04	-0.69	0.84	-0.22	11.22	9.70	0.24	32.67	34.5
87.58	101703.34	1.04	-0.75	0.75	-0.20	11.65	8.90	-1.95	32.67	34.5
87.60	101700.22	1.30	-0.68	0.86	-0.16	10.30	10.67	2.26	32.66	34.5
87.62	101703.69	1.01	-0.56	0.87	-0.23	10.00	9.88	4.39	32.67	34.5
87.65	101703.69	1.01	-0.69	0.76	-0.17	12.93	10.49	-1.40	32.67	34.7
87.67	101707.26	0.71	-0.59	0.87	-0.10	13.23	11.52	6.04	32.67	34.6
87.69	101703.69	1.01	-0.60	0.78	-0.20	13.41	11.22	0.00	32.67	34.5
87.72	101703.69	1.01	-0.72	0.83	-0.17	13.96	10.67	0.30	32.67	34.6
87.74	101701.19	1.22	-0.70	0.74	-0.21	13.17	10.37	-0.49	32.66	34.4
87.76	101701.19	0.93	-0.64	0.84	-0.22	14.21	10.73	0.00	32.68	34.7
87.79	101704.67	0.93	-0.50	0.92	-0.09	12.44	10.55	7.68	32.68	34.6
87.81	101704.11	0.98	-0.66	0.77	-0.20	12.50	7.80	-4.82	32.68	34.5
87.83	101704.11	0.98	-0.70	0.92	-0.23	11.16	9.88	2.44	32.68	34.4
87.85	101704.38	0.95	-0.69	0.66	-0.26	14.27	11.52	-1.22	32.67	34.5
87.89	101705.30	0.88	-0.62	0.86	-0.18	13.48	13.17	-1.95	32.69	34.6
87.91	101701.89	1.16	-0.61	0.83	-0.19	12.56	10.55	1.16	32.68	34.7
87.93	101701.89	1.16	-0.61	0.69	-0.22	12.56	10.49	-1.46	32.68	34.6
87.96	101703.17	1.05	-0.63	0.65	-0.26	15.00	12.13	-1.59	32.67	34.6
87.98	101695.19	1.59	-0.65	0.88	-0.17	13.90	11.10	2.62	32.68	34.7
88.00	101696.69	1.59	-0.58	0.78	-0.19	12.32	9.39	2.80	32.68	34.5
88.02	101700.68	1.26	-0.66	0.74	-0.19	15.30	9.45	-3.41	32.69	34.5
88.05	101700.68	1.26	-0.62	0.86	-0.17	14.70	9.21	-3.41	32.69	34.8
88.07	101701.03	1.23	-0.67	0.78	-0.20	13.48	7.68	-5.06	32.69	34.6
88.10	101700.33	1.29	-0.72	0.79	-0.23	14.39	6.95	3.90	32.69	34.6
88.12	101700.33	1.29	-0.54	1.02	-0.14	6.59	10.55	-0.12	32.70	34.5
88.14	101701.45	1.20	-0.70	0.60	-0.19	10.49	6.04	-6.04	32.70	34.6
88.17	101706.75	0.76	-0.65	0.81	-0.18	12.68	5.49	-3.84	32.70	34.6
88.19	101706.75	0.76	-0.49	0.81	-0.14	11.46	11.59	5.91	32.69	34.7
88.21	101700.86	1.25	-0.48	0.96	-0.11	9.21	12.07	0.55	32.69	34.4
88.24	101706.23	0.80	-0.84	0.82	-0.22	3.23	5.00	2.87	32.70	34.6
88.26	101706.23	0.73	-0.90	0.52	-0.43	10.91	4.51	5.73	32.70	34.6
88.29	101707.10	0.73	-0.74	0.78	-0.21	16.16	7.93	-17.20	32.70	34.7
88.31	101702.77	1.09	-0.96	0.92	-0.05	14.39	8.60	2.26	32.69	34.5
88.33	101702.77	1.09	-0.98	0.76	-0.13	11.77	-8.41	-1.65	32.69	34.7
88.36	101702.42	1.12	-0.94	0.85	-0.13	13.48	-17.01	6.77	32.69	34.4
88.38	101704.33	0.96	-0.66	0.89	-0.25	10.18	-18.05	-3.84	32.69	34.3
88.40	101704.33	0.96	-0.68	0.84	-0.27	12.44	-16.71	-5.49	32.70	34.3
88.43	101703.53	1.02	-0.62	0.83	-0.22	11.83	-18.29	-10.06	32.70	34.5
88.45	101706.31	0.79	-0.58	0.79	-0.21	14.51	-18.35	-11.89	32.70	34.5
88.48	101706.31	0.79	-0.51	0.83	-0.21	14.76	-15.18	-9.76	32.71	34.6
88.50	101704.20	0.97	-0.59	0.82	-0.17	14.27	-10.85	-11.28	32.71	34.5
88.53	101703.88	0.99	-0.62	0.71	-0.18	15.06	-7.68	-17.56	32.70	34.6
88.55	101703.88	0.99	-0.67	0.72	-0.11	17.44	-4.70	-13.84	32.71	34.4
88.57	101707.32	0.71	-0.63	0.91	-0.03	13.90	-3.78	-11.83	32.71	34.4
88.60	101702.49	1.11	-0.58	0.82	-0.08	6.52	0.67	-9.45	32.70	34.6
88.62	101702.49	1.11	-0.60	0.68	-0.10	8.78	7.93	-5.98	32.70	34.5
88.64	101703.98	0.99	-0.51	0.75	-0.10	9.57	14.57	-4.82	32.70	34.7
88.67	101703.53	1.02	-0.51	0.83	-0.04	7.93	20.55	2.38	32.70	34.5
88.69	101703.53	1.02	-0.42	0.86	-0.06	4.21	30.73	3.84	32.71	34.6
88.71	101703.50	1.03	-0.55	0.81	-0.16	1.16	38.17	4.82	32.71	34.7
88.73	101703.28	1.04	-0.61	0.74	-0.20	3.84	40.98	18.35	32.70	34.7
