P,V,A
620.90,-8.68,-10.22
620.74,-8.87,-10.24
620.72,-8.84,-10.14
620.73,-8.77,-10.01
620.31,-9.37,-10.26
620.31,-9.30,-10.13
620.17,-9.45,-10.13
619.62,-10.25,-10.48
619.23,-10.77,-10.68
619.18,-10.75,-10.58
618.92,-11.05,-10.66
618.46,-11.68,-10.91
618.32,-11.78,-10.88
618.26,-11.75,-10.77
617.89,-12.22,-10.93
617.63,-12.50,-10.99
617.46,-12.63,-10.97
617.12,-13.02,-11.10
616.69,-13.57,-11.30
616.31,-14.00,-11.44
616.10,-14.17,-11.45
615.74,-14.57,-11.57
615.38,-14.96,-11.69
615.18,-15.10,-11.67
614.72,-15.62,-11.85
614.38,-15.97,-11.95
614.15,-16.13,-11.94
613.65,-16.70,-12.15
613.55,-16.65,-12.02
613.19,-16.99,-12.10
612.80,-17.38,-12.21
612.59,-17.48,-12.17
612.34,-17.61,-12.13
612.06,-17.83,-12.15
612.06,-17.57,-11.90
611.76,-17.81,-11.93
611.40,-18.12,-12.01
611.22,-18.14,-11.91
610.74,-18.64,-12.09
610.47,-18.80,-12.07
610.16,-19.02,-12.09
610.00,-18.99,-11.98
609.46,-19.55,-12.18
609.34,-19.47,-12.04
609.28,-19.28,-11.83
608.87,-19.62,-11.92
608.61,-19.75,-11.89
608.32,-19.89,-11.86
608.02,-20.07,-11.86
608.09,-19.66,-11.54
607.62,-20.09,-11.68
607.41,-20.13,-11.60
607.27,-20.02,-11.43
607.11,-19.97,-11.31
606.71,-20.29,-11.40
606.38,-20.48,-11.40
606.36,-20.19,-11.15
606.13,-20.22,-11.07
606.04,-20.06,-10.88
605.85,-20.03,-10.78
605.70,-19.93,-10.63
605.72,-19.59,-10.35
605.78,-19.16,-10.03
606.01,-18.48,-9.57
605.92,-18.34,-9.41
605.88,-18.09,-9.19
606.00,-17.60,-8.85
606.23,-16.96,-8.42
606.30,-16.55,-8.12
606.31,-16.26,-7.90
606.23,-16.09,-7.73
606.46,-15.48,-7.33
606.48,-15.18,-7.11
606.83,-14.35,-6.59
607.01,-13.83,-6.24
607.18,-13.30,-5.90
607.02,-13.33,-5.87
607.03,-13.09,-5.68
606.85,-13.14,-5.66
606.71,-13.13,-5.61
606.72,-12.87,-5.42
606.62,-12.80,-5.33
606.34,-13.00,-5.40
605.98,-13.32,-5.53
605.82,-13.35,-5.50
605.57,-13.51,-5.54
605.73,-13.02,-5.22
605.49,-13.16,-5.26
605.01,-13.67,-5.49
605.01,-13.44,-5.32
604.53,-13.95,-5.56
604.15,-14.29,-5.70
603.74,-14.67,-5.86
603.46,-14.83,-5.90
603.19,-15.00,-5.94
602.89,-15.22,-6.01
602.39,-15.71,-6.23
602.20,-15.73,-6.19
601.96,-15.82,-6.18
601.57,-16.14,-6.31
601.16,-16.50,-6.45
600.79,-16.77,-6.54
600.40,-17.08,-6.66
600.17,-17.13,-6.63
599.89,-17.25,-6.65
599.65,-17.33,-6.63
599.22,-17.68,-6.77
598.85,-17.94,-6.85
598.63,-17.97,-6.81
598.30,-18.14,-6.85
598.04,-18.23,-6.84
597.73,-18.36,-6.85
597.32,-18.67,-6.96
597.05,-18.76,-6.96
596.83,-18.75,-6.89
596.60,-18.76,-6.84
595.98,-19.38,-7.12
595.55,-19.71,-7.25
595.12,-20.02,-7.36
594.77,-20.19,-7.38
594.56,-20.16,-7.31
594.39,-20.03,-7.17
594.29,-19.82,-7.00
593.77,-20.27,-7.19
593.56,-20.20,-7.08
593.11,-20.54,-7.21
592.96,-20.37,-7.05
592.49,-20.74,-7.20
592.26,-20.72,-7.13
592.07,-20.60,-7.00
591.95,-20.41,-6.84
591.72,-20.39,-6.77
591.64,-20.11,-6.56
591.24,-20.35,-6.64
591.01,-20.30,-6.55
590.86,-20.16,-6.42
590.55,-20.27,-6.43
590.44,-20.04,-6.24
590.03,-20.30,-6.34
589.63,-20.52,-6.40
589.37,-20.54,-6.36
589.03,-20.68,-6.38
588.85,-20.55,-6.25
588.47,-20.74,-6.31
588.30,-20.59,-6.17
588.26,-20.25,-5.93
588.27,-19.85,-5.66
588.02,-19.83,-5.60
587.70,-19.95,-5.62
587.39,-20.05,-5.63
587.19,-19.98,-5.54
587.14,-19.67,-5.33
586.80,-19.80,-5.35
586.56,-19.79,-5.30
586.48,-19.52,-5.11
586.05,-19.79,-5.22
585.93,-19.58,-5.06
585.59,-19.70,-5.08
585.49,-19.47,-4.91
585.27,-19.43,-4.85
584.79,-19.78,-5.00
584.41,-19.99,-5.07
584.12,-20.02,-5.04
583.60,-20.44,-5.23
583.02,-20.94,-5.47
582.96,-20.60,-5.23
582.86,-20.35,-5.05
582.68,-20.19,-4.92
582.30,-20.39,-4.99
581.97,-20.49,-5.00
581.40,-20.96,-5.21
581.15,-20.93,-5.15
581.11,-20.58,-4.92
580.82,-20.61,-4.89
580.57,-20.58,-4.83
580.37,-20.46,-4.72
579.88,-20.81,-4.88
579.76,-20.57,-4.71
579.53,-20.50,-4.63
579.02,-20.88,-4.80
578.90,-20.62,-4.61
578.57,-20.73,-4.63
578.16,-20.94,-4.71
577.87,-20.96,-4.68
577.55,-21.03,-4.68
577.18,-21.15,-4.71
576.87,-21.21,-4.70
576.60,-21.21,-4.66
576.22,-21.34,-4.69
575.93,-21.36,-4.67
575.84,-21.05,-4.45
575.73,-20.78,-4.27
575.44,-20.82,-4.25
575.04,-20.99,-4.31
574.77,-20.98,-4.27
574.62,-20.78,-4.12
574.48,-20.54,-3.95
574.31,-20.38,-3.84
573.63,-21.00,-4.14
573.41,-20.92,-4.06
573.22,-20.79,-3.96
572.89,-20.84,-3.95
572.69,-20.73,-3.86
572.15,-21.11,-4.04
571.96,-20.97,-3.92
571.61,-21.08,-3.95
571.37,-21.00,-3.87
571.05,-21.06,-3.87
570.64,-21.23,-3.93
570.34,-21.26,-3.92
570.36,-20.78,-3.62
570.23,-20.52,-3.44
570.21,-20.12,-3.19
570.07,-19.92,-3.06
569.77,-19.96,-3.06
569.63,-19.76,-2.92
569.31,-19.81,-2.92
569.22,-19.53,-2.74
569.07,-19.35,-2.62
568.80,-19.32,-2.59
568.67,-19.10,-2.44
568.54,-18.87,-2.29
568.37,-18.72,-2.19
568.21,-18.57,-2.09
568.09,-18.33,-1.94
568.05,-17.98,-1.73
567.71,-18.08,-1.77
567.44,-18.12,-1.78
567.15,-18.16,-1.79
567.18,-17.69,-1.51
566.93,-17.68,-1.49
566.89,-17.32,-1.28
566.43,-17.66,-1.46
566.17,-17.67,-1.45
566.04,-17.46,-1.32
565.89,-17.30,-1.22
565.70,-17.21,-1.16
565.55,-17.02,-1.05
565.36,-16.93,-0.99
564.93,-17.20,-1.13
564.92,-16.83,-0.92
564.68,-16.82,-0.91
564.34,-16.95,-0.97
564.07,-16.99,-0.99
563.94,-16.79,-0.86
563.82,-16.59,-0.75
563.67,-16.44,-0.66
563.46,-16.36,-0.61
563.32,-16.21,-0.52
563.02,-16.28,-0.55
562.90,-16.10,-0.45
562.78,-15.89,-0.33
562.70,-15.61,-0.18
562.73,-15.20,0.05
562.49,-15.18,0.06
562.66,-14.55,0.41
562.43,-14.57,0.40
562.15,-14.64,0.36
561.91,-14.66,0.34
561.56,-14.86,0.23
561.58,-14.45,0.45
561.35,-14.47,0.43
561.26,-14.23,0.56
561.00,-14.29,0.52
560.77,-14.31,0.51
560.53,-14.32,0.50
560.24,-14.44,0.43
560.03,-14.39,0.45
559.69,-14.58,0.35
559.55,-14.45,0.41
559.38,-14.35,0.47
559.19,-14.30,0.49
559.10,-14.08,0.61
558.88,-14.09,0.60
558.81,-13.85,0.72
558.47,-14.03,0.62
558.40,-13.80,0.74
558.14,-13.88,0.69
556.32,-16.39,-0.70
554.71,-18.53,-1.87
554.89,-17.81,-1.46
555.10,-17.09,-1.05
555.35,-16.30,-0.61
553.68,-18.54,-1.84
553.83,-17.89,-1.46
553.92,-17.31,-1.13
552.68,-18.88,-1.98
551.39,-20.49,-2.86
551.98,-19.08,-2.06
552.25,-18.25,-1.58
552.26,-17.79,-1.31
552.60,-16.84,-0.78
552.71,-16.29,-0.47
552.62,-16.02,-0.31
552.47,-15.88,-0.24
552.36,-15.67,-0.12
551.99,-15.88,-0.23
551.82,-15.78,-0.18
551.83,-15.36,0.06
551.63,-15.32,0.08
551.48,-15.18,0.15
551.48,-14.79,0.37
551.30,-14.73,0.40
551.11,-14.65,0.44
550.89,-14.65,0.44
550.61,-14.73,0.39
550.23,-14.96,0.26
549.91,-15.10,0.18
549.43,-15.47,-0.03
549.17,-15.52,-0.05
548.90,-15.58,-0.09
548.83,-15.29,0.07
548.59,-15.31,0.06
548.22,-15.50,-0.05
547.87,-15.70,-0.15
547.72,-15.57,-0.08
547.26,-15.90,-0.26
546.98,-15.96,-0.29
546.82,-15.83,-0.22
546.52,-15.93,-0.27
546.38,-15.77,-0.18
546.09,-15.83,-0.22
545.74,-16.02,-0.32
545.50,-16.02,-0.31
545.15,-16.17,-0.39
545.21,-15.69,-0.13
544.88,-15.83,-0.20
544.64,-15.84,-0.20
544.59,-15.54,-0.04
544.41,-15.44,0.02
544.04,-15.65,-0.10
543.91,-15.46,0.01
543.72,-15.39,0.04
543.29,-15.71,-0.13
543.10,-15.62,-0.08
543.11,-15.23,0.13
542.84,-15.28,0.11
542.57,-15.33,0.08
542.20,-15.56,-0.05
541.99,-15.49,-0.01
541.58,-15.77,-0.16
541.44,-15.63,-0.09
541.28,-15.50,-0.02
541.24,-15.21,0.14
541.26,-14.80,0.37
541.15,-14.62,0.47
540.96,-14.55,0.50
540.85,-14.35,0.61
540.61,-14.38,0.58
540.45,-14.26,0.64
540.22,-14.28,0.63
540.02,-14.25,0.64
539.72,-14.36,0.58
539.47,-14.39,0.55
539.35,-14.21,0.65
539.32,-13.91,0.81
538.97,-14.12,0.69
538.60,-14.33,0.56
538.19,-14.64,0.39
537.98,-14.59,0.41
537.60,-14.84,0.27
537.41,-14.79,0.30
537.07,-14.94,0.21
536.92,-14.82,0.27
536.81,-14.65,0.37
536.39,-14.94,0.20
536.19,-14.90,0.22
535.89,-14.99,0.17
535.56,-15.15,0.08
535.15,-15.44,-0.08
535.20,-14.97,0.18
534.93,-15.04,0.14
534.90,-14.71,0.33
534.57,-14.87,0.23
534.29,-14.95,0.18
534.15,-14.80,0.27
532.33,-17.31,-1.12
532.10,-17.26,-1.08
532.11,-16.85,-0.85
531.95,-16.72,-0.77
532.08,-16.10,-0.42
531.87,-16.05,-0.39
531.83,-15.71,-0.20
531.85,-15.31,0.02
531.90,-14.87,0.27
531.74,-14.75,0.33
531.67,-14.51,0.46
531.53,-14.37,0.53
531.27,-14.42,0.50
531.08,-14.36,0.53
529.27,-16.86,-0.85
527.89,-18.65,-1.83
528.12,-17.89,-1.39
528.42,-16.97,-0.88
528.38,-16.65,-0.69
528.41,-16.19,-0.43
528.33,-15.94,-0.30
526.55,-18.37,-1.63
526.52,-17.97,-1.40
526.33,-17.87,-1.33
524.86,-19.77,-2.36
525.08,-18.99,-1.91
525.09,-18.56,-1.66
525.10,-18.09,-1.39
525.36,-17.27,-0.93
525.32,-16.94,-0.73
523.85,-18.86,-1.79
524.20,-17.90,-1.24
524.05,-17.70,-1.12
522.64,-19.52,-2.11
523.07,-18.43,-1.49
523.36,-17.52,-0.98
523.38,-17.09,-0.74
522.04,-18.78,-1.66
522.29,-17.97,-1.20
522.22,-17.68,-1.03
520.96,-19.24,-1.88
521.41,-18.10,-1.24
521.53,-17.48,-0.88
520.28,-19.04,-1.74
519.10,-20.49,-2.52
519.43,-19.48,-1.94
518.37,-20.72,-2.61
518.85,-19.48,-1.90
519.21,-18.47,-1.33
517.75,-20.36,-2.36
516.65,-21.61,-3.03
515.71,-22.64,-3.57
516.25,-21.30,-2.81
516.83,-19.89,-2.01
517.25,-18.79,-1.38
508.51,-19.94,-1.66
507.98,-20.43,-1.90
507.58,-20.61,-1.98
507.30,-20.57,-1.94
507.57,-19.74,-1.48
507.37,-19.60,-1.39
507.25,-19.41,-1.28
507.08,-19.28,-1.19
507.03,-19.01,-1.02
507.00,-18.75,-0.86
507.12,-18.33,-0.60
506.97,-18.21,-0.52
507.10,-17.82,-0.27
507.07,-17.57,-0.12
507.05,-17.35,0.02
505.88,-18.20,-0.51
504.63,-19.13,-1.10
503.52,-19.92,-1.59
502.69,-20.43,-1.90
502.04,-20.80,-2.12
501.40,-21.14,-2.32
499.34,-22.86,-3.38
497.76,-24.13,-4.15
497.76,-23.81,-3.91
496.26,-25.03,-4.64
494.92,-26.07,-5.25
493.87,-26.83,-5.66
492.83,-27.57,-6.07
493.54,-26.44,-5.31
492.40,-27.32,-5.81
491.62,-27.81,-6.05
491.02,-28.08,-6.15
490.44,-28.35,-6.26
489.65,-28.83,-6.49
489.39,-28.74,-6.38
488.95,-28.84,-6.38
488.31,-29.15,-6.50
487.67,-29.49,-6.65
487.40,-29.38,-6.52
487.02,-29.40,-6.48
486.64,-29.42,-6.44
486.28,-29.39,-6.36
485.92,-29.38,-6.30
485.77,-29.11,-6.09
485.63,-28.80,-5.85
485.37,-28.67,-5.73
485.15,-28.45,-5.55
485.10,-28.04,-5.27
484.90,-27.83,-5.10
484.66,-27.64,-4.95
484.34,-27.60,-4.89
484.16,-27.32,-4.68
484.04,-27.00,-4.47
483.90,-26.71,-4.27
483.39,-26.89,-4.33
483.20,-26.66,-4.17
482.96,-26.47,-4.02
482.87,-26.12,-3.80
482.69,-25.88,-3.63
482.30,-25.89,-3.61
482.09,-25.70,-3.47
481.96,-25.40,-3.28
481.45,-25.59,-3.36
481.42,-25.14,-3.08
481.20,-24.93,-2.94
480.88,-24.91,-2.91
480.88,-24.42,-2.61
480.70,-24.15,-2.45
480.40,-24.10,-2.40
480.24,-23.82,-2.23
479.90,-23.83,-2.21
479.72,-23.60,-2.07
479.65,-23.19,-1.83
479.41,-23.06,-1.75
479.10,-23.00,-1.70
478.52,-23.36,-1.88
478.31,-23.18,-1.77
478.08,-23.00,-1.66
477.75,-23.01,-1.65
477.54,-22.80,-1.52
477.49,-22.39,-1.29
477.33,-22.16,-1.16
477.03,-22.10,-1.11
476.86,-21.88,-0.99
476.53,-21.89,-0.98
476.37,-21.62,-0.83
476.22,-21.37,-0.70
475.63,-21.75,-0.89
475.54,-21.42,-0.71
475.39,-21.16,-0.56
475.05,-21.17,-0.57
474.95,-20.87,-0.40
474.45,-21.12,-0.53
474.27,-20.92,-0.42
474.07,-20.75,-0.32
473.79,-20.69,-0.29
473.48,-20.69,-0.29
473.38,-20.34,-0.10
473.34,-19.94,0.11
472.93,-20.11,0.03
472.75,-19.88,0.14
472.68,-19.55,0.32
472.46,-19.43,0.38
472.35,-19.15,0.53
471.97,-19.27,0.46
471.62,-19.33,0.42
471.58,-18.96,0.62
471.49,-18.65,0.77
471.10,-18.77,0.70
470.92,-18.62,0.78
470.66,-18.54,0.82
470.57,-18.24,0.97
470.52,-17.89,1.15
470.23,-17.88,1.14
470.07,-17.69,1.24
469.94,-17.44,1.35
469.80,-17.23,1.45
469.98,-16.54,1.81
469.62,-16.66,1.73
469.28,-16.77,1.66
469.18,-16.48,1.80
468.81,-16.65,1.70
468.51,-16.70,1.66
468.26,-16.64,1.67
468.13,-16.43,1.77
467.77,-16.59,1.67
467.48,-16.60,1.65
467.18,-16.66,1.61
466.77,-16.85,1.49
466.49,-16.87,1.47
466.24,-16.84,1.47
466.07,-16.67,1.56
465.95,-16.45,1.66
465.58,-16.58,1.57
465.39,-16.47,1.62
465.21,-16.34,1.68
464.81,-16.52,1.57
464.60,-16.44,1.59
464.48,-16.20,1.71
463.99,-16.55,1.51
463.65,-16.67,1.44
463.21,-16.91,1.29
462.88,-17.02,1.22
462.62,-16.98,1.23
462.32,-17.04,1.19
462.16,-16.86,1.28
461.85,-16.90,1.25
461.37,-17.25,1.05
461.02,-17.37,0.98
460.78,-17.29,1.01
460.70,-17.00,1.16
460.30,-17.19,1.05
459.89,-17.40,0.93
459.61,-17.42,0.91
459.33,-17.41,0.90
458.99,-17.51,0.84
458.94,-17.13,1.04
458.57,-17.30,0.94
458.43,-17.10,1.04
458.07,-17.22,0.97
458.04,-16.86,1.15
457.72,-16.88,1.13
457.39,-17.02,1.05
456.87,-17.41,0.83
456.60,-17.38,0.84
456.33,-17.38,0.83
455.99,-17.50,0.76
455.53,-17.80,0.59
455.40,-17.57,0.71
455.07,-17.63,0.67
454.69,-17.80,0.57
454.37,-17.88,0.53
453.91,-18.14,0.38
453.70,-18.04,0.43
453.64,-17.67,0.63
453.33,-17.73,0.59
452.98,-17.86,0.51
452.73,-17.79,0.55
452.49,-17.73,0.57
452.14,-17.84,0.51
451.96,-17.69,0.59
451.86,-17.42,0.73
451.51,-17.53,0.67
451.35,-17.35,0.76
451.20,-17.14,0.86
450.83,-17.30,0.77
450.68,-17.12,0.86
450.32,-17.25,0.78
450.07,-17.22,0.79
449.72,-17.35,0.72
449.52,-17.23,0.78
449.14,-17.40,0.68
449.00,-17.16,0.80
448.77,-17.11,0.82
448.64,-16.90,0.93
448.69,-16.39,1.20
448.70,-15.97,1.42
448.66,-15.60,1.61
448.47,-15.51,1.64
448.41,-15.22,1.79
448.27,-15.02,1.88
448.37,-14.49,2.16
448.47,-13.94,2.44
448.31,-13.82,2.48
448.11,-13.77,2.49
447.95,-13.63,2.55
447.70,-13.67,2.50
447.50,-13.60,2.52
447.36,-13.47,2.57
447.12,-13.48,2.55
446.90,-13.46,2.53
446.73,-13.37,2.56
446.55,-13.30,2.58
446.29,-13.33,2.54
446.07,-13.32,2.52
445.77,-13.42,2.44
445.60,-13.34,2.47
445.33,-13.40,2.42
445.04,-13.49,2.35
444.82,-13.48,2.34
444.48,-13.63,2.23
444.07,-13.93,2.05
443.54,-14.41,1.77
443.05,-14.78,1.55
442.79,-14.82,1.51
442.38,-15.07,1.36
441.84,-15.54,1.09
441.39,-15.86,0.91
440.84,-16.32,0.65
440.50,-16.46,0.57
440.00,-16.84,0.35
439.74,-16.85,0.35
439.38,-17.02,0.25
438.71,-17.63,-0.09
438.28,-17.89,-0.23
438.09,-17.78,-0.17
437.65,-18.02,-0.30
437.13,-18.43,-0.52
436.70,-18.64,-0.63
436.16,-19.06,-0.85
435.85,-19.11,-0.87
435.58,-19.07,-0.84
435.43,-18.86,-0.72
435.09,-18.95,-0.76
434.50,-19.43,-1.02
434.41,-19.13,-0.85
434.31,-18.81,-0.67
434.07,-18.76,-0.63
433.89,-18.58,-0.53
433.52,-18.74,-0.61
433.18,-18.83,-0.66
432.90,-18.82,-0.65
432.71,-18.67,-0.56
432.63,-18.37,-0.39
432.22,-18.56,-0.49
432.04,-18.42,-0.41
431.85,-18.26,-0.32
431.56,-18.29,-0.33
431.14,-18.52,-0.46
430.60,-18.91,-0.66
430.22,-19.08,-0.75
430.09,-18.80,-0.59
429.84,-18.76,-0.57
429.58,-18.74,-0.55
429.12,-19.00,-0.69
428.89,-18.92,-0.64
428.30,-19.38,-0.89
427.98,-19.45,-0.92
427.56,-19.66,-1.03
427.29,-19.61,-0.99
426.85,-19.86,-1.12
426.58,-19.80,-1.07
426.25,-19.87,-1.11
425.73,-20.23,-1.29
425.64,-19.88,-1.09
425.30,-19.96,-1.13
424.82,-20.26,-1.28
424.32,-20.56,-1.43
424.13,-20.40,-1.33
424.05,-20.02,-1.12
423.79,-19.98,-1.08
423.63,-19.78,-0.96
423.25,-19.89,-1.02
423.09,-19.69,-0.90
423.05,-19.26,-0.65
422.84,-19.15,-0.58
422.73,-18.88,-0.43
422.36,-18.99,-0.49
421.99,-19.13,-0.57
421.60,-19.28,-0.64
421.36,-19.22,-0.60
421.23,-18.97,-0.46
420.76,-19.24,-0.60
420.55,-19.13,-0.54
420.26,-19.14,-0.54
420.23,-18.75,-0.32
419.93,-18.78,-0.33
419.86,-18.42,-0.13
419.34,-18.81,-0.35
418.95,-18.98,-0.44
418.65,-18.98,-0.44
418.57,-18.66,-0.25
418.35,-18.54,-0.19
417.85,-18.90,-0.38
417.65,-18.78,-0.31
417.59,-18.39,-0.10
417.24,-18.51,-0.16
416.96,-18.49,-0.15
416.72,-18.44,-0.12
416.34,-18.60,-0.21
416.09,-18.53,-0.17
415.88,-18.42,-0.10
415.64,-18.34,-0.06
415.48,-18.17,0.04
415.14,-18.26,-0.01
414.89,-18.20,0.02
414.72,-18.04,0.11
414.52,-17.92,0.17
414.09,-18.14,0.05
413.82,-18.14,0.05
413.51,-18.17,0.03
413.14,-18.32,-0.05
412.72,-18.56,-0.18
412.34,-18.69,-0.25
412.06,-18.70,-0.26
411.79,-18.65,-0.23
411.43,-18.78,-0.30
411.35,-18.46,-0.12
411.10,-18.40,-0.08
410.79,-18.46,-0.11
410.55,-18.36,-0.06
410.31,-18.30,-0.03
409.98,-18.39,-0.08
409.83,-18.17,0.04
409.50,-18.26,-0.00
409.04,-18.53,-0.15
408.75,-18.55,-0.16
408.43,-18.63,-0.20
408.22,-18.48,-0.12
407.73,-18.82,-0.31
407.70,-18.43,-0.09
407.46,-18.35,-0.04
406.96,-18.70,-0.24
406.60,-18.80,-0.29
406.37,-18.72,-0.24
406.11,-18.66,-0.21
405.80,-18.68,-0.22
405.50,-18.72,-0.24
405.17,-18.77,-0.26
405.17,-18.33,-0.02
405.00,-18.16,0.07
404.55,-18.42,-0.07
404.53,-18.00,0.16
404.19,-18.08,0.12
404.02,-17.93,0.20
403.88,-17.72,0.31
403.58,-17.75,0.29
403.23,-17.87,0.23
403.17,-17.55,0.40
403.00,-17.38,0.49
402.55,-17.68,0.32
402.20,-17.78,0.26
401.78,-18.02,0.13
401.58,-17.90,0.19
401.21,-18.04,0.11
400.88,-18.12,0.07
400.80,-17.79,0.25
400.50,-17.84,0.22
400.43,-17.52,0.40
400.44,-17.05,0.65
400.30,-16.87,0.74
399.87,-17.11,0.60
399.53,-17.23,0.54
399.28,-17.20,0.54
398.90,-17.37,0.45
398.72,-17.23,0.52
398.33,-17.40,0.42
398.12,-17.33,0.46
397.70,-17.56,0.33
397.52,-17.39,0.42
397.27,-17.37,0.43
396.77,-17.75,0.21
396.56,-17.63,0.28
396.37,-17.51,0.34
395.97,-17.69,0.24
395.85,-17.46,0.36
395.61,-17.41,0.39
395.59,-16.99,0.61
395.37,-16.94,0.64
395.09,-16.94,0.63
394.90,-16.83,0.69
394.92,-16.40,0.92
394.76,-16.21,1.02
394.41,-16.37,0.92
394.00,-16.59,0.79
393.90,-16.34,0.92
394.00,-15.78,1.22
393.60,-15.99,1.10
393.71,-15.42,1.40
393.39,-15.52,1.33
392.89,-15.93,1.10
392.37,-16.36,0.85
392.16,-16.25,0.90
392.16,-15.85,1.12
391.91,-15.87,1.10
391.60,-15.94,1.05
391.18,-16.20,0.89
390.63,-16.65,0.64
390.45,-16.53,0.70
390.04,-16.78,0.56
390.01,-16.39,0.77
389.73,-16.43,0.74
389.59,-16.22,0.85
389.29,-16.29,0.80
388.96,-16.42,0.72
388.73,-16.35,0.75
388.79,-15.87,1.01
388.35,-16.14,0.86
388.08,-16.18,0.83
387.70,-16.37,0.71
387.29,-16.60,0.58
387.03,-16.62,0.57
386.69,-16.75,0.49
386.47,-16.69,0.52
386.29,-16.58,0.58
386.08,-16.48,0.63
386.21,-15.87,0.96
385.80,-16.13,0.81
385.29,-16.51,0.59
384.93,-16.68,0.49
384.84,-16.40,0.64
384.47,-16.58,0.54
384.25,-16.53,0.56
383.99,-16.51,0.56
383.52,-16.86,0.37
383.31,-16.75,0.43
382.89,-17.02,0.28
382.66,-16.97,0.30
382.33,-17.05,0.25
382.00,-17.18,0.18
381.84,-16.99,0.28
381.53,-17.07,0.23
381.26,-17.09,0.22
380.94,-17.15,0.19
380.63,-17.23,0.14
380.24,-17.44,0.02
380.02,-17.34,0.08
380.16,-16.71,0.42
379.74,-16.95,0.29
379.63,-16.73,0.41
379.42,-16.65,0.45
378.96,-16.95,0.28
378.79,-16.81,0.35
378.53,-16.79,0.36
378.17,-16.95,0.27
377.94,-16.91,0.29
377.53,-17.13,0.17
377.10,-17.40,0.02
376.91,-17.26,0.10
376.77,-17.07,0.20
376.35,-17.32,0.06
376.21,-17.11,0.18
375.84,-17.29,0.07
375.48,-17.42,0.00
375.23,-17.41,0.01
375.07,-17.23,0.10
374.87,-17.12,0.16
374.44,-17.40,0.01
373.92,-17.80,-0.21
373.80,-17.55,-0.07
373.56,-17.51,-0.05
373.09,-17.80,-0.21
372.83,-17.80,-0.21
372.38,-18.09,-0.36
372.05,-18.15,-0.39
371.66,-18.35,-0.50
371.39,-18.32,-0.48
371.20,-18.20,-0.41
370.97,-18.13,-0.36
370.65,-18.18,-0.39
370.36,-18.22,-0.41
370.09,-18.19,-0.39
369.95,-17.99,-0.28
369.33,-18.54,-0.58
368.96,-18.67,-0.64
368.64,-18.74,-0.68
368.41,-18.67,-0.63
368.32,-18.39,-0.47
367.97,-18.51,-0.54
367.59,-18.65,-0.61
367.32,-18.64,-0.59
367.01,-18.70,-0.62
366.72,-18.69,-0.61
366.30,-18.92,-0.74
366.00,-18.93,-0.74
365.86,-18.72,-0.61
365.50,-18.85,-0.68
365.17,-18.90,-0.70
365.08,-18.61,-0.53
364.96,-18.34,-0.38
364.46,-18.70,-0.58
364.38,-18.39,-0.40
363.92,-18.66,-0.54
363.68,-18.60,-0.51
363.35,-18.66,-0.54
363.20,-18.46,-0.43
362.86,-18.56,-0.48
362.63,-18.48,-0.42
362.32,-18.53,-0.45
361.91,-18.75,-0.57
361.69,-18.63,-0.50
361.47,-18.53,-0.44
361.36,-18.25,-0.28
361.03,-18.31,-0.31
360.82,-18.25,-0.27
360.48,-18.33,-0.32
360.28,-18.21,-0.25
360.13,-17.99,-0.12
359.83,-18.04,-0.15
359.65,-17.91,-0.08
359.51,-17.67,0.05
359.36,-17.49,0.15
359.11,-17.43,0.18
358.62,-17.79,-0.01
358.36,-17.78,-0.01
358.07,-17.80,-0.02
357.83,-17.74,0.01
357.38,-18.02,-0.14
357.22,-17.84,-0.04
356.99,-17.78,-0.01
356.88,-17.51,0.14
356.52,-17.67,0.05
356.34,-17.53,0.13
355.92,-17.74,0.01
355.60,-17.83,-0.04
355.45,-17.62,0.08
355.34,-17.37,0.22
355.04,-17.43,0.18
354.66,-17.58,0.10
354.41,-17.56,0.11
354.32,-17.25,0.27
353.95,-17.42,0.18
353.55,-17.64,0.06
353.16,-17.81,-0.04
353.07,-17.53,0.12
352.76,-17.59,0.08
352.34,-17.83,-0.05
352.01,-17.93,-0.10
351.70,-17.96,-0.12
351.40,-18.02,-0.15
351.10,-18.06,-0.17
350.76,-18.17,-0.23
350.57,-18.05,-0.16
350.43,-17.81,-0.03
349.99,-18.09,-0.18
349.72,-18.09,-0.18
349.44,-18.07,-0.17
349.13,-18.15,-0.21
348.68,-18.39,-0.34
348.29,-18.59,-0.45
347.94,-18.70,-0.51
347.63,-18.73,-0.52
347.21,-18.95,-0.64
346.93,-18.93,-0.62
346.22,-19.61,-0.99
345.92,-19.63,-0.99
345.57,-19.71,-1.03
345.20,-19.85,-1.09
344.94,-19.76,-1.04
344.73,-19.65,-0.97
344.58,-19.42,-0.83
344.32,-19.37,-0.80
344.34,-18.89,-0.53
343.95,-19.06,-0.61
343.64,-19.08,-0.62
343.40,-19.01,-0.58
343.01,-19.15,-0.65
342.40,-19.67,-0.93
341.84,-20.11,-1.16
341.63,-19.96,-1.07
341.61,-19.52,-0.82
341.35,-19.46,-0.78
340.96,-19.62,-0.86
340.69,-19.60,-0.84
340.49,-19.43,-0.74
340.18,-19.47,-0.76
339.94,-19.36,-0.69
339.85,-19.06,-0.52
339.56,-19.07,-0.52
339.21,-19.15,-0.56
338.69,-19.54,-0.77
338.56,-19.26,-0.61
338.48,-18.93,-0.42
338.12,-19.07,-0.49
